serial:  1 cards:  J3J9J 	type:   	hand_value:  1 rank_card_on_index:  [ 1, 3, 1, 9, 1 ] card_count:  { '3': 1, '9': 1 } bid:  552
serial:  435 cards:  T77TA 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 7, 7, 10, 14 ] card_count:  { '7': 2, A: 1, T: 2 } bid:  162
serial:  436 cards:  T8833 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 8, 8, 3, 3 ] card_count:  { '3': 2, '8': 2, T: 1 } bid:  588
serial:  437 cards:  T8T8A 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 8, 10, 8, 14 ] card_count:  { '8': 2, A: 1, T: 2 } bid:  54
serial:  438 cards:  T9922 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 9, 9, 2, 2 ] card_count:  { '2': 2, '9': 2, T: 1 } bid:  265
serial:  439 cards:  TT252 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 10, 2, 5, 2 ] card_count:  { '2': 2, '5': 1, T: 2 } bid:  508
serial:  440 cards:  TT388 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 10, 3, 8, 8 ] card_count:  { '3': 1, '8': 2, T: 2 } bid:  976
serial:  441 cards:  TT3A3 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 10, 3, 14, 3 ] card_count:  { '3': 2, A: 1, T: 2 } bid:  366
serial:  442 cards:  TATKA 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 10, 14, 10, 13, 14 ] card_count:  { A: 2, K: 1, T: 2 } bid:  218
serial:  443 cards:  Q2266 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 2, 2, 6, 6 ] card_count:  { '2': 2, '6': 2, Q: 1 } bid:  794
serial:  444 cards:  Q6Q6T 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 6, 12, 6, 10 ] card_count:  { '6': 2, T: 1, Q: 2 } bid:  974
serial:  445 cards:  Q6Q77 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 6, 12, 7, 7 ] card_count:  { '6': 1, '7': 2, Q: 2 } bid:  559
serial:  446 cards:  Q8844 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 8, 8, 4, 4 ] card_count:  { '4': 2, '8': 2, Q: 1 } bid:  786
serial:  447 cards:  Q8Q33 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 8, 12, 3, 3 ] card_count:  { '3': 2, '8': 1, Q: 2 } bid:  538
serial:  448 cards:  QQ282 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 12, 2, 8, 2 ] card_count:  { '2': 2, '8': 1, Q: 2 } bid:  313
serial:  449 cards:  QAAQT 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 12, 14, 14, 12, 10 ] card_count:  { T: 1, Q: 2, A: 2 } bid:  665
serial:  450 cards:  K33AK 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 3, 3, 14, 13 ] card_count:  { '3': 2, K: 2, A: 1 } bid:  400
serial:  451 cards:  K3K44 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 3, 13, 4, 4 ] card_count:  { '3': 1, '4': 2, K: 2 } bid:  310
serial:  452 cards:  K3K77 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 3, 13, 7, 7 ] card_count:  { '3': 1, '7': 2, K: 2 } bid:  986
serial:  453 cards:  K4K46 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 4, 13, 4, 6 ] card_count:  { '4': 2, '6': 1, K: 2 } bid:  254
serial:  454 cards:  K5335 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 5, 3, 3, 5 ] card_count:  { '3': 2, '5': 2, K: 1 } bid:  152
serial:  455 cards:  K5AA5 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 5, 14, 14, 5 ] card_count:  { '5': 2, A: 2, K: 1 } bid:  429
serial:  456 cards:  K8844 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 8, 8, 4, 4 ] card_count:  { '4': 2, '8': 2, K: 1 } bid:  459
serial:  457 cards:  K8866 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 8, 8, 6, 6 ] card_count:  { '6': 2, '8': 2, K: 1 } bid:  915
serial:  458 cards:  K99KT 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 9, 9, 13, 10 ] card_count:  { '9': 2, T: 1, K: 2 } bid:  158
serial:  459 cards:  K99AA 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 9, 9, 14, 14 ] card_count:  { '9': 2, A: 2, K: 1 } bid:  777
serial:  460 cards:  K9K33 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 9, 13, 3, 3 ] card_count:  { '3': 2, '9': 1, K: 2 } bid:  816
serial:  461 cards:  KQK44 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 12, 13, 4, 4 ] card_count:  { '4': 2, K: 2, Q: 1 } bid:  882
serial:  462 cards:  KK233 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 13, 2, 3, 3 ] card_count:  { '2': 1, '3': 2, K: 2 } bid:  329
serial:  463 cards:  KK667 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 13, 6, 6, 7 ] card_count:  { '6': 2, '7': 1, K: 2 } bid:  558
serial:  464 cards:  KAKA6 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 13, 14, 13, 14, 6 ] card_count:  { '6': 1, A: 2, K: 2 } bid:  855
serial:  465 cards:  A2727 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 2, 7, 2, 7 ] card_count:  { '2': 2, '7': 2, A: 1 } bid:  410
serial:  466 cards:  A399A 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 3, 9, 9, 14 ] card_count:  { '3': 1, '9': 2, A: 2 } bid:  110
serial:  467 cards:  A665A 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 6, 6, 5, 14 ] card_count:  { '5': 1, '6': 2, A: 2 } bid:  84
serial:  468 cards:  A696A 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 6, 9, 6, 14 ] card_count:  { '6': 2, '9': 1, A: 2 } bid:  950
serial:  469 cards:  A77AQ 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 7, 7, 14, 12 ] card_count:  { '7': 2, Q: 1, A: 2 } bid:  896
serial:  470 cards:  A7A87 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 7, 14, 8, 7 ] card_count:  { '7': 2, '8': 1, A: 2 } bid:  142
serial:  471 cards:  AA788 	type:  two pairs 	hand_value:  2000 rank_card_on_index:  [ 14, 14, 7, 8, 8 ] card_count:  { '7': 1, '8': 2, A: 2 } bid:  87
serial:  472 cards:  J2K77 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 2, 13, 7, 7 ] card_count:  { '2': 1, '7': 2, K: 1 } bid:  443
serial:  473 cards:  J5859 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 5, 8, 5, 9 ] card_count:  { '5': 2, '8': 1, '9': 1 } bid:  230
serial:  474 cards:  J6A6Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 6, 14, 6, 12 ] card_count:  { '6': 2, Q: 1, A: 1 } bid:  135
serial:  475 cards:  J77K3 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 7, 7, 13, 3 ] card_count:  { '3': 1, '7': 2, K: 1 } bid:  297
serial:  476 cards:  J8A44 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 8, 14, 4, 4 ] card_count:  { '4': 2, '8': 1, A: 1 } bid:  931
serial:  477 cards:  J8A66 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 8, 14, 6, 6 ] card_count:  { '6': 2, '8': 1, A: 1 } bid:  531
serial:  478 cards:  J8AQA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 8, 14, 12, 14 ] card_count:  { '8': 1, A: 2, Q: 1 } bid:  67
serial:  479 cards:  J8AKA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 8, 14, 13, 14 ] card_count:  { '8': 1, A: 2, K: 1 } bid:  682
serial:  480 cards:  J9694 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 9, 6, 9, 4 ] card_count:  { '4': 1, '6': 1, '9': 2 } bid:  616
serial:  481 cards:  J9976 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 9, 9, 7, 6 ] card_count:  { '6': 1, '7': 1, '9': 2 } bid:  869
serial:  482 cards:  JT8T5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 10, 8, 10, 5 ] card_count:  { '5': 1, '8': 1, T: 2 } bid:  352
serial:  483 cards:  JTKK9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 10, 13, 13, 9 ] card_count:  { '9': 1, K: 2, T: 1 } bid:  505
serial:  484 cards:  JQ3Q9 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 12, 3, 12, 9 ] card_count:  { '3': 1, '9': 1, Q: 2 } bid:  601
serial:  485 cards:  JQ85Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 12, 8, 5, 12 ] card_count:  { '5': 1, '8': 1, Q: 2 } bid:  423
serial:  486 cards:  JA22Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 14, 2, 2, 12 ] card_count:  { '2': 2, Q: 1, A: 1 } bid:  184
serial:  487 cards:  JA454 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 14, 4, 5, 4 ] card_count:  { '4': 2, '5': 1, A: 1 } bid:  587
serial:  488 cards:  JA6KA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 1, 14, 6, 13, 14 ] card_count:  { '6': 1, A: 2, K: 1 } bid:  863
serial:  489 cards:  2JQ2T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 1, 12, 2, 10 ] card_count:  { '2': 2, T: 1, Q: 1 } bid:  832
serial:  490 cards:  2JQK2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 1, 12, 13, 2 ] card_count:  { '2': 2, K: 1, Q: 1 } bid:  578
serial:  491 cards:  22526 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 2, 5, 2, 6 ] card_count:  { '2': 3, '5': 1, '6': 1 } bid:  490
serial:  492 cards:  229K2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 2, 9, 13, 2 ] card_count:  { '2': 3, '9': 1, K: 1 } bid:  827
serial:  493 cards:  22Q5J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 2, 12, 5, 1 ] card_count:  { '2': 2, '5': 1, Q: 1 } bid:  276
serial:  494 cards:  238J2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 3, 8, 1, 2 ] card_count:  { '2': 2, '3': 1, '8': 1 } bid:  442
serial:  495 cards:  24Q22 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 4, 12, 2, 2 ] card_count:  { '2': 3, '4': 1, Q: 1 } bid:  131
serial:  496 cards:  26QJQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 6, 12, 1, 12 ] card_count:  { '2': 1, '6': 1, Q: 2 } bid:  398
serial:  497 cards:  27K2J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 7, 13, 2, 1 ] card_count:  { '2': 2, '7': 1, K: 1 } bid:  533
serial:  498 cards:  28227 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 8, 2, 2, 7 ] card_count:  { '2': 3, '7': 1, '8': 1 } bid:  363
serial:  499 cards:  283J8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 8, 3, 1, 8 ] card_count:  { '2': 1, '3': 1, '8': 2 } bid:  698
serial:  500 cards:  2TJ52 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 10, 1, 5, 2 ] card_count:  { '2': 2, '5': 1, T: 1 } bid:  840
serial:  501 cards:  2T272 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 10, 2, 7, 2 ] card_count:  { '2': 3, '7': 1, T: 1 } bid:  951
serial:  502 cards:  2Q555 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 2, 12, 5, 5, 5 ] card_count:  { '2': 1, '5': 3, Q: 1 } bid:  565
serial:  503 cards:  3J7A7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 1, 7, 14, 7 ] card_count:  { '3': 1, '7': 2, A: 1 } bid:  530
serial:  504 cards:  3J8T8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 1, 8, 10, 8 ] card_count:  { '3': 1, '8': 2, T: 1 } bid:  210
serial:  505 cards:  32555 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 2, 5, 5, 5 ] card_count:  { '2': 1, '3': 1, '5': 3 } bid:  125
serial:  506 cards:  33J76 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 3, 1, 7, 6 ] card_count:  { '3': 2, '6': 1, '7': 1 } bid:  197
serial:  507 cards:  33QKJ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 3, 12, 13, 1 ] card_count:  { '3': 2, K: 1, Q: 1 } bid:  555
serial:  508 cards:  34449 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 4, 4, 4, 9 ] card_count:  { '3': 1, '4': 3, '9': 1 } bid:  156
serial:  509 cards:  344A4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 4, 4, 14, 4 ] card_count:  { '3': 1, '4': 3, A: 1 } bid:  618
serial:  510 cards:  35J99 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 5, 1, 9, 9 ] card_count:  { '3': 1, '5': 1, '9': 2 } bid:  349
serial:  511 cards:  36Q66 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 6, 12, 6, 6 ] card_count:  { '3': 1, '6': 3, Q: 1 } bid:  789
serial:  512 cards:  376J7 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 7, 6, 1, 7 ] card_count:  { '3': 1, '6': 1, '7': 2 } bid:  93
serial:  513 cards:  38777 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 8, 7, 7, 7 ] card_count:  { '3': 1, '7': 3, '8': 1 } bid:  684
serial:  514 cards:  39699 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 9, 6, 9, 9 ] card_count:  { '3': 1, '6': 1, '9': 3 } bid:  469
serial:  515 cards:  39K3J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 9, 13, 3, 1 ] card_count:  { '3': 2, '9': 1, K: 1 } bid:  765
serial:  516 cards:  3T433 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 10, 4, 3, 3 ] card_count:  { '3': 3, '4': 1, T: 1 } bid:  418
serial:  517 cards:  3Q335 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 12, 3, 3, 5 ] card_count:  { '3': 3, '5': 1, Q: 1 } bid:  966
serial:  518 cards:  3Q7QQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 12, 7, 12, 12 ] card_count:  { '3': 1, '7': 1, Q: 3 } bid:  775
serial:  519 cards:  3Q99J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 3, 12, 9, 9, 1 ] card_count:  { '3': 1, '9': 2, Q: 1 } bid:  830
serial:  520 cards:  4J22Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 1, 2, 2, 12 ] card_count:  { '2': 2, '4': 1, Q: 1 } bid:  203
serial:  521 cards:  4J266 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 1, 2, 6, 6 ] card_count:  { '2': 1, '4': 1, '6': 2 } bid:  875
serial:  522 cards:  4J677 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 1, 6, 7, 7 ] card_count:  { '4': 1, '6': 1, '7': 2 } bid:  234
serial:  523 cards:  43337 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 3, 3, 3, 7 ] card_count:  { '3': 3, '4': 1, '7': 1 } bid:  678
serial:  524 cards:  43533 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 3, 5, 3, 3 ] card_count:  { '3': 3, '4': 1, '5': 1 } bid:  511
serial:  525 cards:  4447T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 4, 4, 7, 10 ] card_count:  { '4': 3, '7': 1, T: 1 } bid:  432
serial:  526 cards:  4484Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 4, 8, 4, 12 ] card_count:  { '4': 3, '8': 1, Q: 1 } bid:  891
serial:  527 cards:  44Q74 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 4, 12, 7, 4 ] card_count:  { '4': 3, '7': 1, Q: 1 } bid:  386
serial:  528 cards:  44QK4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 4, 12, 13, 4 ] card_count:  { '4': 3, K: 1, Q: 1 } bid:  940
serial:  529 cards:  46443 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 6, 4, 4, 3 ] card_count:  { '3': 1, '4': 3, '6': 1 } bid:  997
serial:  530 cards:  47464 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 7, 4, 6, 4 ] card_count:  { '4': 3, '6': 1, '7': 1 } bid:  340
serial:  531 cards:  48999 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 8, 9, 9, 9 ] card_count:  { '4': 1, '8': 1, '9': 3 } bid:  503
serial:  532 cards:  4T5J4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 10, 5, 1, 4 ] card_count:  { '4': 2, '5': 1, T: 1 } bid:  509
serial:  533 cards:  4T944 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 10, 9, 4, 4 ] card_count:  { '4': 3, '9': 1, T: 1 } bid:  939
serial:  534 cards:  4TTKJ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 10, 10, 13, 1 ] card_count:  { '4': 1, K: 1, T: 2 } bid:  50
serial:  535 cards:  4TAAA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 10, 14, 14, 14 ] card_count:  { '4': 1, A: 3, T: 1 } bid:  34
serial:  536 cards:  4QJ43 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 12, 1, 4, 3 ] card_count:  { '3': 1, '4': 2, Q: 1 } bid:  431
serial:  537 cards:  4K5KK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 4, 13, 5, 13, 13 ] card_count:  { '4': 1, '5': 1, K: 3 } bid:  45
serial:  538 cards:  5J523 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 1, 5, 2, 3 ] card_count:  { '2': 1, '3': 1, '5': 2 } bid:  83
serial:  539 cards:  52822 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 2, 8, 2, 2 ] card_count:  { '2': 3, '5': 1, '8': 1 } bid:  145
serial:  540 cards:  53999 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 3, 9, 9, 9 ] card_count:  { '3': 1, '5': 1, '9': 3 } bid:  11
serial:  541 cards:  55245 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 5, 2, 4, 5 ] card_count:  { '2': 1, '4': 1, '5': 3 } bid:  537
serial:  542 cards:  55357 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 5, 3, 5, 7 ] card_count:  { '3': 1, '5': 3, '7': 1 } bid:  449
serial:  543 cards:  55453 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 5, 4, 5, 3 ] card_count:  { '3': 1, '4': 1, '5': 3 } bid:  282
serial:  544 cards:  56JAA 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 6, 1, 14, 14 ] card_count:  { '5': 1, '6': 1, A: 2 } bid:  224
serial:  545 cards:  57J79 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 7, 1, 7, 9 ] card_count:  { '5': 1, '7': 2, '9': 1 } bid:  356
serial:  546 cards:  57333 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 7, 3, 3, 3 ] card_count:  { '3': 3, '5': 1, '7': 1 } bid:  358
serial:  547 cards:  5754J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 7, 5, 4, 1 ] card_count:  { '4': 1, '5': 2, '7': 1 } bid:  769
serial:  548 cards:  57565 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 7, 5, 6, 5 ] card_count:  { '5': 3, '6': 1, '7': 1 } bid:  439
serial:  549 cards:  595J4 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 9, 5, 1, 4 ] card_count:  { '4': 1, '5': 2, '9': 1 } bid:  206
serial:  550 cards:  5998J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 9, 9, 8, 1 ] card_count:  { '5': 1, '8': 1, '9': 2 } bid:  65
serial:  551 cards:  5999A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 9, 9, 9, 14 ] card_count:  { '5': 1, '9': 3, A: 1 } bid:  416
serial:  552 cards:  5Q5K5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 12, 5, 13, 5 ] card_count:  { '5': 3, K: 1, Q: 1 } bid:  651
serial:  553 cards:  5QQKQ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 12, 12, 13, 12 ] card_count:  { '5': 1, Q: 3, K: 1 } bid:  985
serial:  554 cards:  5K355 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 13, 3, 5, 5 ] card_count:  { '3': 1, '5': 3, K: 1 } bid:  312
serial:  555 cards:  5KQJK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 13, 12, 1, 13 ] card_count:  { '5': 1, K: 2, Q: 1 } bid:  346
serial:  556 cards:  5AJK5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 14, 1, 13, 5 ] card_count:  { '5': 2, K: 1, A: 1 } bid:  548
serial:  557 cards:  5A585 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 5, 14, 5, 8, 5 ] card_count:  { '5': 3, '8': 1, A: 1 } bid:  80
serial:  558 cards:  6J755 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 1, 7, 5, 5 ] card_count:  { '5': 2, '6': 1, '7': 1 } bid:  979
serial:  559 cards:  62224 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 2, 2, 2, 4 ] card_count:  { '2': 3, '4': 1, '6': 1 } bid:  100
serial:  560 cards:  65J54 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 5, 1, 5, 4 ] card_count:  { '4': 1, '5': 2, '6': 1 } bid:  937
serial:  561 cards:  662AJ 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 2, 14, 1 ] card_count:  { '2': 1, '6': 2, A: 1 } bid:  361
serial:  562 cards:  66564 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 5, 6, 4 ] card_count:  { '4': 1, '5': 1, '6': 3 } bid:  129
serial:  563 cards:  666TK 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 6, 10, 13 ] card_count:  { '6': 3, K: 1, T: 1 } bid:  30
serial:  564 cards:  6676T 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 7, 6, 10 ] card_count:  { '6': 3, '7': 1, T: 1 } bid:  708
serial:  565 cards:  66967 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 9, 6, 7 ] card_count:  { '6': 3, '7': 1, '9': 1 } bid:  528
serial:  566 cards:  66T6A 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 6, 10, 6, 14 ] card_count:  { '6': 3, A: 1, T: 1 } bid:  476
serial:  567 cards:  67977 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 7, 9, 7, 7 ] card_count:  { '6': 1, '7': 3, '9': 1 } bid:  942
serial:  568 cards:  68566 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 8, 5, 6, 6 ] card_count:  { '5': 1, '6': 3, '8': 1 } bid:  739
serial:  569 cards:  68662 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 8, 6, 6, 2 ] card_count:  { '2': 1, '6': 3, '8': 1 } bid:  758
serial:  570 cards:  688T8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 8, 8, 10, 8 ] card_count:  { '6': 1, '8': 3, T: 1 } bid:  583
serial:  571 cards:  68TJ8 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 8, 10, 1, 8 ] card_count:  { '6': 1, '8': 2, T: 1 } bid:  59
serial:  572 cards:  6KJK2 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 13, 1, 13, 2 ] card_count:  { '2': 1, '6': 1, K: 2 } bid:  675
serial:  573 cards:  6K66Q 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 13, 6, 6, 12 ] card_count:  { '6': 3, Q: 1, K: 1 } bid:  598
serial:  574 cards:  6A444 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 6, 14, 4, 4, 4 ] card_count:  { '4': 3, '6': 1, A: 1 } bid:  257
serial:  575 cards:  7J275 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 1, 2, 7, 5 ] card_count:  { '2': 1, '5': 1, '7': 2 } bid:  70
serial:  576 cards:  7J7A5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 1, 7, 14, 5 ] card_count:  { '5': 1, '7': 2, A: 1 } bid:  37
serial:  577 cards:  72444 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 2, 4, 4, 4 ] card_count:  { '2': 1, '4': 3, '7': 1 } bid:  764
serial:  578 cards:  7262J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 2, 6, 2, 1 ] card_count:  { '2': 2, '6': 1, '7': 1 } bid:  510
serial:  579 cards:  72767 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 2, 7, 6, 7 ] card_count:  { '2': 1, '6': 1, '7': 3 } bid:  613
serial:  580 cards:  7375J 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 3, 7, 5, 1 ] card_count:  { '3': 1, '5': 1, '7': 2 } bid:  726
serial:  581 cards:  74773 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 4, 7, 7, 3 ] card_count:  { '3': 1, '4': 1, '7': 3 } bid:  892
serial:  582 cards:  74778 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 4, 7, 7, 8 ] card_count:  { '4': 1, '7': 3, '8': 1 } bid:  344
serial:  583 cards:  755A5 	type:  three of kind 	hand_value:  3000 rank_card_on_index:  [ 7, 5, 5, 14, 5 ] card_count:  { '5': 3, '7': 1, A: 1 } bid:  536
